	chrM	4	0	1.0	36
	chrM	5	0	3.0	36
	chrM	6	0	1.0	36
	chrM	9	0	2.0	36
	chrM	12	0	1.0	36
	chrM	16	0	1.0	36
	chrM	17	0	1.0	36
	chrM	19	0	3.0	36
	chrM	21	0	1.0	36
	chrM	26	0	1.0	36
	chrM	27	0	1.0	36
	chrM	33	0	1.0	36
	chrM	36	1	1.0	36
	chrM	40	0	1.0	36
	chrM	42	0	1.0	36
	chrM	45	0	1.0	36
	chrM	46	0	1.0	36
	chrM	49	1	1.0	36
	chrM	50	1	2.0	36
	chrM	51	1	1.0	36
	chrM	52	1	1.0	36
	chrM	55	1	1.0	36
	chrM	56	0	2.0	36
	chrM	56	1	1.0	36
	chrM	57	0	1.0	36
	chrM	60	0	1.0	36
	chrM	61	0	2.0	36
	chrM	62	0	2.0	36
	chrM	63	1	1.0	36
	chrM	66	1	1.0	36
	chrM	67	0	1.0	36
	chrM	69	0	2.0	36
	chrM	70	0	1.0	36
	chrM	71	0	1.0	36
	chrM	75	0	1.0	36
	chrM	77	1	1.0	36
	chrM	78	1	1.0	36
	chrM	79	0	1.0	36
	chrM	81	0	1.0	36
	chrM	83	1	1.0	36
	chrM	84	1	1.0	36
	chrM	85	1	2.0	36
	chrM	86	1	2.0	36
	chrM	87	1	2.0	36
	chrM	88	0	1.0	36
	chrM	88	1	1.0	36
	chrM	89	1	7.0	36
	chrM	90	1	2.0	36
	chrM	91	1	3.0	36
	chrM	92	0	1.0	36
	chrM	92	1	3.0	36
	chrM	93	0	1.0	36
	chrM	93	1	1.0	36
	chrM	94	0	1.0	36
	chrM	94	1	2.0	36
	chrM	95	0	1.0	36
	chrM	100	0	1.0	36
	chrM	101	1	1.0	36
	chrM	103	1	1.0	36
	chrM	104	0	2.0	36
	chrM	105	0	1.0	36
	chrM	106	1	1.0	36
	chrM	107	0	2.0	36
	chrM	110	0	1.0	36
	chrM	111	1	1.0	36
	chrM	116	0	1.0	36
	chrM	116	1	1.0	36
	chrM	117	0	2.0	36
	chrM	117	1	1.0	36
	chrM	118	0	1.0	36
	chrM	118	1	1.0	36
	chrM	122	0	1.0	36
	chrM	123	1	2.0	36
	chrM	125	0	1.0	36
	chrM	126	0	1.0	36
	chrM	127	0	1.0	36
	chrM	127	1	1.0	36
	chrM	128	1	2.0	36
	chrM	129	0	1.0	36
	chrM	129	1	3.0	36
	chrM	130	0	1.0	36
	chrM	130	1	2.0	36
	chrM	134	1	2.0	36
	chrM	135	1	2.0	36
	chrM	136	0	1.0	36
	chrM	137	1	1.0	36
	chrM	141	0	1.0	36
	chrM	141	1	1.0	36
	chrM	142	1	1.0	36
	chrM	143	1	2.0	36
	chrM	144	1	1.0	36
	chrM	147	0	2.0	36
	chrM	147	1	2.0	36
	chrM	148	1	2.0	36
	chrM	149	0	1.0	36
	chrM	150	0	1.0	36
	chrM	150	1	1.0	36
	chrM	151	1	1.0	36
	chrM	152	0	1.0	36
	chrM	153	0	2.0	36
	chrM	153	1	1.0	36
	chrM	156	0	2.0	36
	chrM	157	0	1.0	36
	chrM	157	1	1.0	36
	chrM	159	0	2.0	36
	chrM	160	1	1.0	36
	chrM	161	0	1.0	36
	chrM	163	0	2.0	36
	chrM	164	0	5.0	36
	chrM	165	0	2.0	36
	chrM	165	1	1.0	36
	chrM	166	0	1.0	36
	chrM	167	0	1.0	36
	chrM	169	0	5.0	36
	chrM	170	0	8.0	36
	chrM	171	0	10.0	36
	chrM	171	1	1.0	36
	chrM	172	0	1.0	36
	chrM	173	0	2.0	36
	chrM	174	0	3.0	36
	chrM	175	0	6.0	36
	chrM	176	0	3.0	36
	chrM	177	0	2.0	36
	chrM	178	0	2.0	36
	chrM	179	0	2.0	36
	chrM	180	0	3.0	36
	chrM	181	0	1.0	36
	chrM	182	0	5.0	36
	chrM	183	0	2.0	36
	chrM	184	0	1.0	36
	chrM	185	0	2.0	36
	chrM	186	0	1.0	36
	chrM	187	0	2.0	36
	chrM	188	0	1.0	36
	chrM	189	0	1.0	36
	chrM	191	0	1.0	36
	chrM	192	1	1.0	36
	chrM	194	0	4.0	36
	chrM	195	0	1.0	36
	chrM	196	0	2.0	36
	chrM	197	0	1.0	36
	chrM	198	0	1.0	36
	chrM	199	0	1.0	36
	chrM	201	0	2.0	36
	chrM	201	1	1.0	36
	chrM	202	0	7.0	36
	chrM	203	0	5.0	36
	chrM	204	0	3.0	36
	chrM	205	0	2.0	36
	chrM	205	1	1.0	36
	chrM	206	0	5.0	36
	chrM	209	0	1.0	36
	chrM	211	0	1.0	36
	chrM	212	0	2.0	36
	chrM	212	1	2.0	36
	chrM	213	0	3.0	36
	chrM	214	0	2.0	36
	chrM	215	0	1.0	36
	chrM	217	1	1.0	36
	chrM	219	0	2.0	36
	chrM	219	1	1.0	36
	chrM	220	0	2.0	36
	chrM	221	0	1.0	36
	chrM	222	0	1.0	36
	chrM	223	0	1.0	36
	chrM	223	1	1.0	36
	chrM	224	0	1.0	36
	chrM	225	0	1.0	36
	chrM	227	0	1.0	36
	chrM	228	0	3.0	36
	chrM	229	0	1.0	36
	chrM	236	0	1.0	36
	chrM	237	0	1.0	36
	chrM	237	1	3.0	36
	chrM	238	0	1.0	36
	chrM	238	1	1.0	36
	chrM	239	0	2.0	36
	chrM	239	1	2.0	36
	chrM	240	0	2.0	36
	chrM	240	1	3.0	36
	chrM	241	0	1.0	36
	chrM	241	1	2.0	36
	chrM	242	0	1.0	36
	chrM	243	0	2.0	36
	chrM	243	1	6.0	36
	chrM	244	1	2.0	36
	chrM	245	1	4.0	36
	chrM	246	1	2.0	36
	chrM	247	1	4.0	36
	chrM	248	0	1.0	36
	chrM	248	1	2.0	36
	chrM	249	0	1.0	36
	chrM	250	0	1.0	36
	chrM	251	0	2.0	36
