	chr8_random	73501	0	1.0	36
	chr8_random	79932	0	1.0	36
	chr8_random	84306	0	1.0	36
	chr8_random	86068	1	1.0	36
	chr8_random	87760	1	1.0	36
	chr8_random	88255	0	1.0	36
	chr8_random	94373	0	1.0	36
	chr8_random	113445	0	1.0	36
	chr8_random	117442	1	1.0	36
	chr8_random	128969	1	1.0	36
	chr8_random	139004	1	1.0	36
	chr8_random	139105	1	1.0	36
	chr8_random	198889	0	1.0	36
	chr8_random	310338	1	1.0	36
	chr8_random	310424	0	1.0	36
	chr8_random	310503	0	1.0	36
	chr8_random	312351	0	1.0	36
	chr8_random	312554	1	1.0	36
	chr8_random	312560	1	1.0	36
	chr8_random	312762	0	1.0	36
	chr8_random	312855	1	1.0	36
	chr8_random	313017	0	1.0	36
	chr8_random	313057	0	1.0	36
	chr8_random	313092	0	1.0	36
	chr8_random	313146	0	1.0	36
	chr8_random	313512	1	1.0	36
	chr8_random	313524	0	1.0	36
	chr8_random	313569	1	1.0	36
	chr8_random	313639	0	1.0	36
	chr8_random	313741	0	1.0	36
	chr8_random	313757	0	1.0	36
	chr8_random	313874	1	1.0	36
	chr8_random	314052	1	1.0	36
	chr8_random	314262	0	1.0	36
	chr8_random	314505	0	1.0	36
	chr8_random	314681	1	1.0	36
	chr8_random	314764	1	1.0	36
	chr8_random	314911	0	1.0	36
	chr8_random	314999	1	1.0	36
	chr8_random	315106	0	1.0	36
	chr8_random	315158	0	1.0	36
	chr8_random	315620	1	1.0	36
	chr8_random	316126	1	1.0	36
	chr8_random	316351	1	1.0	36
	chr8_random	316658	0	1.0	36
	chr8_random	316731	0	1.0	36
	chr8_random	316780	0	1.0	36
	chr8_random	316850	1	1.0	36
	chr8_random	317123	1	1.0	36
	chr8_random	317454	0	1.0	36
	chr8_random	317539	0	1.0	36
	chr8_random	317563	0	1.0	36
	chr8_random	317604	1	1.0	36
	chr8_random	318050	0	1.0	36
	chr8_random	318178	0	1.0	36
	chr8_random	318387	1	1.0	36
	chr8_random	318541	0	1.0	36
	chr8_random	318601	1	1.0	36
	chr8_random	318965	1	1.0	36
	chr8_random	319256	0	1.0	36
	chr8_random	319541	0	1.0	36
	chr8_random	319854	0	1.0	36
	chr8_random	319857	0	1.0	36
	chr8_random	319955	0	1.0	36
	chr8_random	319972	1	1.0	36
	chr8_random	320472	0	1.0	36
	chr8_random	320574	1	1.0	36
	chr8_random	321083	1	1.0	36
	chr8_random	321942	0	1.0	36
	chr8_random	323292	1	1.0	36
	chr8_random	324083	0	1.0	36
	chr8_random	325449	0	1.0	36
	chr8_random	325569	0	1.0	36
	chr8_random	326031	0	1.0	36
	chr8_random	326047	0	1.0	36
	chr8_random	326410	0	1.0	36
	chr8_random	326485	1	1.0	36
