	chrM	1	0	1.0	36
	chrM	8	0	1.0	36
	chrM	9	0	3.0	36
	chrM	16	0	2.0	36
	chrM	17	0	1.0	36
	chrM	19	0	1.0	36
	chrM	25	0	2.0	36
	chrM	40	0	1.0	36
	chrM	41	1	1.0	36
	chrM	43	0	1.0	36
	chrM	45	0	2.0	36
	chrM	51	1	2.0	36
	chrM	52	1	1.0	36
	chrM	53	1	1.0	36
	chrM	54	1	1.0	36
	chrM	56	1	1.0	36
	chrM	57	1	1.0	36
	chrM	62	0	1.0	36
	chrM	67	0	1.0	36
	chrM	79	0	1.0	36
	chrM	81	0	1.0	36
	chrM	83	0	1.0	36
	chrM	83	1	1.0	36
	chrM	85	0	1.0	36
	chrM	86	0	1.0	36
	chrM	87	0	1.0	36
	chrM	88	1	1.0	36
	chrM	89	1	1.0	36
	chrM	90	1	2.0	36
	chrM	91	0	2.0	36
	chrM	91	1	1.0	36
	chrM	92	1	1.0	36
	chrM	94	0	1.0	36
	chrM	95	1	1.0	36
	chrM	96	0	2.0	36
	chrM	101	1	1.0	36
	chrM	102	0	1.0	36
	chrM	104	0	3.0	36
	chrM	105	1	1.0	36
	chrM	109	0	1.0	36
	chrM	110	0	1.0	36
	chrM	114	0	1.0	36
	chrM	118	0	1.0	36
	chrM	121	1	1.0	36
	chrM	122	0	1.0	36
	chrM	123	0	3.0	36
	chrM	127	0	2.0	36
	chrM	128	0	2.0	36
	chrM	131	0	1.0	36
	chrM	132	0	1.0	36
	chrM	133	1	1.0	36
	chrM	134	0	2.0	36
	chrM	136	0	2.0	36
	chrM	137	0	2.0	36
	chrM	138	1	1.0	36
	chrM	140	1	1.0	36
	chrM	141	0	2.0	36
	chrM	142	0	1.0	36
	chrM	143	0	1.0	36
	chrM	144	0	1.0	36
	chrM	146	0	1.0	36
	chrM	147	0	2.0	36
	chrM	147	1	1.0	36
	chrM	149	0	1.0	36
	chrM	149	1	1.0	36
	chrM	150	0	1.0	36
	chrM	151	0	2.0	36
	chrM	152	0	2.0	36
	chrM	152	1	1.0	36
	chrM	153	1	1.0	36
	chrM	154	0	3.0	36
	chrM	156	0	1.0	36
	chrM	157	0	2.0	36
	chrM	158	0	2.0	36
	chrM	160	1	1.0	36
	chrM	162	0	1.0	36
	chrM	162	1	1.0	36
	chrM	163	0	2.0	36
	chrM	166	0	2.0	36
	chrM	168	0	2.0	36
	chrM	168	1	1.0	36
	chrM	170	0	3.0	36
	chrM	171	0	2.0	36
	chrM	173	0	6.0	36
	chrM	175	0	2.0	36
	chrM	178	0	1.0	36
	chrM	180	0	3.0	36
	chrM	181	0	1.0	36
	chrM	182	0	2.0	36
	chrM	183	0	3.0	36
	chrM	186	0	2.0	36
	chrM	188	0	1.0	36
	chrM	189	0	1.0	36
	chrM	191	0	2.0	36
	chrM	194	0	3.0	36
	chrM	195	0	4.0	36
	chrM	196	0	1.0	36
	chrM	198	1	1.0	36
	chrM	200	0	1.0	36
	chrM	201	0	1.0	36
	chrM	202	0	4.0	36
	chrM	203	0	5.0	36
	chrM	204	0	1.0	36
	chrM	205	0	1.0	36
	chrM	206	0	1.0	36
	chrM	207	0	2.0	36
	chrM	209	0	1.0	36
	chrM	211	0	5.0	36
	chrM	212	0	1.0	36
	chrM	213	0	2.0	36
	chrM	215	0	2.0	36
	chrM	216	0	2.0	36
	chrM	217	0	1.0	36
	chrM	218	0	1.0	36
	chrM	219	0	2.0	36
	chrM	220	0	1.0	36
	chrM	221	0	2.0	36
	chrM	222	0	1.0	36
	chrM	223	0	2.0	36
	chrM	224	0	1.0	36
	chrM	226	0	1.0	36
	chrM	227	0	1.0	36
	chrM	229	0	1.0	36
	chrM	232	0	2.0	36
	chrM	233	0	1.0	36
	chrM	236	0	1.0	36
	chrM	237	0	2.0	36
	chrM	238	0	3.0	36
	chrM	239	0	2.0	36
	chrM	240	0	1.0	36
	chrM	241	0	1.0	36
	chrM	242	0	1.0	36
	chrM	243	1	1.0	36
	chrM	244	0	3.0	36
	chrM	245	1	1.0	36
	chrM	246	1	1.0	36
	chrM	247	0	3.0	36
	chrM	247	1	1.0	36
	chrM	249	0	1.0	36
	chrM	249	1	3.0	36
	chrM	250	0	3.0	36
	chrM	251	0	2.0	36
	chrM	251	1	1.0	36
	chrM	252	0	3.0	36
	chrM	252	1	2.0	36
	chrM	253	0	1.0	36
	chrM	254	0	2.0	36
	chrM	255	0	3.0	36
	chrM	257	0	1.0	36
	chrM	257	1	1.0	36
	chrM	258	1	4.0	36
	chrM	260	0	1.0	36
	chrM	261	0	1.0	36
	chrM	261	1	1.0	36
	chrM	262	1	3.0	36
	chrM	263	0	2.0	36
	chrM	263	1	2.0	36
	chrM	264	0	2.0	36
	chrM	264	1	2.0	36
